ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_symbol
ENSG00000072071,488.71687149313493,-1.0024079864234794,0.09314148095217605,1.4123959854864072e-27,3.4273278730381167e-26,ADGRL1
ENSG00000072182,8.888977310388235,3.3767763408331075,0.9114761715547137,2.989681935103709e-5,1.1981376845983804e-4,ASIC4
ENSG00000072274,523.910028343158,1.0034180265708033,0.10493090165064287,3.1159796034070236e-22,5.750069337915054e-21,TFRC
ENSG00000072422,10.683014180079688,-1.8946106160539307,0.7133297311031271,7.290934559181512e-4,0.002246152561364705,RHOBTB1
ENSG00000072501,213.95876299309353,-1.7580333267721027,0.14422688792418506,4.5824861425620804e-35,1.560602040396142e-33,SMC1A
ENSG00000072571,173.53334327904224,-2.4988839123737963,0.17578602200751567,6.716454716986506e-47,3.3731055809675905e-45,HMMR
ENSG00000072657,12.24969594160708,-1.282218483961096,0.6145468952154535,0.0044974880517487026,0.01147813204239247,TRHDE
ENSG00000072786,421.185598098213,1.087106179278754,0.09806855529646324,3.58655721266908e-29,9.439247589561906e-28,STK10
ENSG00000072864,77.5091101227073,-2.5340340773904564,0.2643811859504656,9.081852424479062e-23,1.7385886366282597e-21,NDE1
ENSG00000073008,456.2269833775124,-1.0361184872659612,0.09612367840947993,1.061091157940875e-27,2.586715311293654e-26,PVR
ENSG00000073605,93.2354218151554,1.8134420842751002,0.21684701376550602,6.60023009947868e-18,9.369020722605246e-17,GSDMB
ENSG00000074219,104.8907992796082,-1.6658113362170035,0.21205497669500115,4.591627408328611e-16,5.688456437952775e-15,TEAD2
ENSG00000074410,6.83817221216177,1.8720289088154154,0.8857167018315354,0.002700957197931647,0.007297274554166708,CA12
ENSG00000074416,525.0219173844808,1.0684295285977683,0.08945515393940377,1.7526070095937633e-33,5.618964291364248e-32,MGLL
ENSG00000074527,84.17240181258059,2.6089679349945776,0.24701671761678684,4.781859804472379e-27,1.144617120618049e-25,NTN4
ENSG00000075218,177.58277207743356,-2.064411856121659,0.17163723433467973,3.0509843365631985e-34,9.983324004383083e-33,GTSE1
ENSG00000075275,57.52842091442829,-1.4004904225345818,0.26667385452222814,2.3431867140298125e-8,1.4628785661547256e-7,CELSR1
